"Code","Name","Detail"
"","

ENGINEERING MATERIALS  SELECTION","  1 INTRODUCTION AND MOTIVATION FOR MATERIALS SELECTION Properties of Materials, Classification and parameter for the material selection, motivation 2 for materials selection  3 COST BASIS FOR SELECTION > Cost effectiveness and value analysis / Analysis of cost  ESTABLISHMENT OF SERVICE REQUIREMENTS AND FAILUREANALYSIS  4 Selection and design in relation to anticipated service, Cause of failure in service, 4 Mechanism of failure, Corrosion  5 SPECIFICATIONS AND QUALITY CONTROL 4 Roll of standard specification, inspection and quality control  6 SELECTION FOR MECHANICAL PROPERTIES 7 Strength, toughness, stiffness, fatigue, high temperature resistance and Creep resistance  7 SELECTION FOR SURFACE DURABILITY 4 Wear and abrasion resistance, corrosion resistance  8 ELECTRICAL MATERIALS 4 Selection for electrical, magnetic properties  9 ADVANCED MATERIALS 4 Smart materials, intelligent materials  10 CO-RELATION-Relation between Materials selection and Materials processing, 4 Formalization of selection procedures CASE STUDIES IN MATERIAL SELECTIONS  11 Aerospace, Ship, Engine and Power generation, Automobile, Bearings, springs, Gears, a  Tools           Course"
"  MIN 461","  METALLURGY  HEAT TREATM"," PRINCIPLES OF HEAT TREATMENT OF METALS  1 Heating of metals, annealing, normalizing, hardening, quenching and quenching medium, 5 tempering and its stages 2 THERMO MECHANICAL TREATM 4 Ausforming, Isoforming, Hot-rolling etc CASE HARDENING OF STEELS  3 Carburising, Nitriding, Carbo-nitriding, Induction Hardening, Flame hardening, Laser 5 Hardening etc HARDENABILITY OF STEELS 4 Concept of critical diameter, joining-end quench test, effect of parameters viz alloying 8 elements, carbon content, austenitic grain size, section size and quenching media HEAT TREATMENT PROCESSES Various methods of heat treatment, surface hardening treatments, heat treatment of non- 5 ferrous alloys, heat treatment schedules/case studies of some important steels and special 9 types of treatments viz martempering, austempering and thermo-mechanical treatments and inter critical treatments DEFECTS 6 Defects in heat treated materials and their critical process parameters to be considered for 5 their prevention 7 HEAT TREATMENT OPERATIONS 6 Design of Heat treatment cycles to achieve required properties Course"
" MIN 462"," FRACTURE AND FAILURE ANALYSIS"," INTRODUCTION OF FAILURE OF METALS  1 Basic reasons- deformation or fracture, various types of failures, mature and premature 3 failure REVIEW OF BASIC CONCEPTS OF MECHANICAL BEHAVIOR OF  2 MATERIALS 6 Stress-Strain curve, Engineering design versus failure  FAILURE MODES  3 Failure in tension, compression, torsion, impact, wear, fatigue, creep, oxidation, corrosion, 9 erosion Metallurgical factors (such as structure, composition, processing) influencing failure mechanism  TECHNIQUES OF FAILURE ANALYSIS   4 History, data collection, sampling, testing- Destructive and Non-destructive Testing, 10 Macro- examination, Microscopic examination, TEM, SEM, X-Ray diffraction techniques, analysis of results, report preparation, conclusions, recommendation of remedial actions  5 QUALITY ASSURANCE  4 A strong link to failure analysis, Quality control concept, quality assurance  CASE STUDIES  at least one case study representing each failure mode given in serial number 3 For 6 example- Failure of a low-pressure turbine rotor (LPTR) blade (Fatigue), Failure of an 10  aircraft engine fuel pump (wear), Failure of a stabilizerlink rod in an aircraft (over load, tension and bending) etc           Course"
" MIN 421"," ADVANCED MATERIALS"," 1 ULTRA LIGHT MATERIALS AND METALLIC FOAMS 9 Material Definition and Processing, Characterization of cellular metals, Material properties BIO-MATERIALS 2 Classes of materials used in medicine, Application of materials in medicine and dentistry, 9 Various materials and coatings for implants 3 COMPOSITE MATERIALS 9 Material Definition and classifications, Material properties and applications 4 HIGH TEMPERATURE MATERIALS 5 Coatings and High- Temperature Materials SHAPE MEMORY ALLOYS 8 Thin Film Shape Memory Alloys for MEMS application 6 PROPERTIES OF MATERIALS > Electronic, dielectric, and optical properties of materials  Course"
" MIN 422","  COMPOSITE MATERIALS"," INTRODUCTION General introduction and historical development, Concept of Composite materials, Basic  1 definitions, Various types of composites, Classification based on Matrix Material, 3 Classification based on reinforcements, Comparison with Metals, Advantages  limitations of Composites POLYMER MATRIX COMPOSITES (PMCs)  2 Fabrication of PMCs, Structure and Properties of PMCs, Interface in PMCs and their 5 Applications  METAL MATRIX COMPOSITES (MMCs)  3 Fabrication of MMCs, interface in MMCs, Discontinuous reinforcement of MMCs, 6 Properties and Applications of MMCs CERAMIC MATRIX COMPOSITES (CMCs)  4 Fabrication of CMCs, Structure and Properties of CMCs, Interface in CMCs and their 6 Applications  ADVANCES IN COMPOSITES  5 Carbon / carbon composites — Advantages of carbon matrix — limitations of carbon matrix 5 Carbon fibre-chemical vapour deposition of carbon on carbon fibre perform High field Composites Superconductors, In-Situ and Powder Metallurgy Fabrications MICROMECHANICS OF COMPOSITES  Density, Mechanical Properties, Thermal Properties, Mechanics of Load Transfer from Matrix to Fiber  6 MACROMECHANICS OF COMPOSITES 5 Elastic Constant, Relation between Engineering Constants and Reduced Stiffness and Compliances, Variation of Lamina properties with orientation, Analysis of Laminated Composites, Stresses and Strains in Laminated Composites  STRENGTH, FRACTURE, FATIGUE AND DESIGN 7 Tensile and Compressive Strength of Unidirectional fiber composites, Fracture modes in 8  composites, Effect of Variability of Fiber strength, Strength of Orthotropic lamina, Fatigue of laminated composites, Designing of Composite materials           Course"
" MIN 423"," NON DESTRUCTIVE TESTING"," OVERVIEW  1 Motivation, Background, Capabilities, Limitations of NDT Methods Variables in  4 Inspection and Statistical Issues  SURFACE METHODS  2 Visual Inspection — physical principles, methodology, limitations, applications Liquid 6 Penetrate Testing — physical principles, methodology, limitations, applications Magnetic Particle Inspection — Physical Principles, methodology, limitations, applications ELECTRO-MAGNETIC METHODS 6  3 Maxwell’s Equations, Magnetic Flux Leakage, Eddy Current, Low Frequency Eddy Current, Remote Field Eddy Current, Pulsed Eddy Current  ACOUSTICAL METHODS Ultrasonic NDT principles, Different types of wave modes, Physics of wave generation,  4 reception, interactions and propagation Calibration, data collection, quantification, and 6 interpretation, New methods using guided waves, Resonance and other Low Frequency Methods RADIOGRAPHIC METHODS  Principles of X-ray NDT, Equipment, Calibration, Image Collection, Quantification, and  5 Interpretation High power sources and high quality films Digital Radiography, 6 Introduction to Tomography and Laminography, Gamma graphy, Neutrongraphy, Safety precautions  THERMAL METHODS  6 Principles of thermography and approaches in NDT, Sources and detectors, capabilities 6 and limitations, measurement of diffusivity and wall thickness  7 OPTICAL METHODS fd Principles of Shearography and holography, applications in NDT  8 APPLICATIONS 4  Nuclear Industry , Aerospace Industry, Transportation Industry, Process Industry           Course"
"  MIN 424","  MICROSCOPY  SPECTROSCOPY","s     INTRODUCTION Ultrahigh vacuum, Surface Science  4     MICROSCOPE  Atomic force microscope (AFM) including contact-mode, tapping-mode and lateral-force AFM, scanning tunneling microscope (STM), electrostatic force microscope (EFM), magnetic force microscope (MFM), AFM-based nano-lithography, surface force and adhesion measurement, as well as molecular recognition  10     SPECTROSCOPE Basic principle, instrumentation configuration, data interpretation and analysis, chemical shift, quantification and depth-profiling     ULTRAVIOLET PHOTON SPECTROSCOPY (UPS) Basic principle, instrumentation configuration, data interpretation and analysis, valence- band analysis and work function measurement     FOURIER-TRANSFORM INFRARED SPECTROSCOPY (FTIR) AND RAMAN SPECTROSCOPY  Basic principle, instrumentation configuration, data interpretation and analysis, and special techniques such as attenuated total reflection (ATR), diffuse reflectance, and Polarization modulation-infrared reflection-adsorption spectroscopy (PM-IRRAS)     SCANNING ELECTRON MICROSCOPE (SEM) Basic principle and instrumentation configuration     TRANSMISSION ELECTRON MICROSCOPE (TEM) Including basic principle and instrumentation configuration     APPLICATION OF THE MICROSCOPE AND SPECTROSCOPE Application of the above-mentioned instruments   chemical composition  topography  + chemical structure  surface roughness  + molecular information  electronic structure  + depth profile of chemical species  + distribution of chemical species (chemical map)           Cours  e"
"  MIN 425","  X- C","  INTRODUCTION  1 A basic Introduction to X-ray Crystallography, Crystal Growth, Symmetry and Space 5 Group Determination, Crystal structure, lattice directions and planes, Stereographic Projections PROPERTIES OF X-RAYS  2 Fundamentals of X-ray interaction with matter scattering from electrons, atoms, 4 molecules, and crystals Effect of lattice vibrations Debye-Waller factor Probing disorder in materials, production and detection of X-rays PRICNCIPLE OF X-RAY DIFFRACTION  3 Principle of X-ray diffraction, X-ray diffraction of single crystals, thin films 3 (polycrystalline  epitaxial) and powder samples METHODS OF X-RAY DIFFRACTION  4 Different types of X-Ray Diffraction Methods eg Powder Diffraction method, Laue’s 3 Method etc SAMPLE PREPARATION FOR X-RAY POWDER DIFFRACTOMETRY  5 Sample preparation for X-ray powder diffractometry, Sample mounting, Particle size 4 requirement, Sample thickness and uniformity, Effects of sample preparation on powder diffraction data, Data acquisition, Quality of experimental data XRD ANALYSIS Measurement of X-ray powder diffraction patterns, Principles of Goinometer design in powder diffractometry, Debye-Scherrer geometryPreliminary data processing and phase  6 analysis, Phase identification and quantitative analysis, Different methods of quantitative 10 phase analysis, Indexing powder diffraction pattern, Basic relations, Different indexing programs, The Rietveld method, Rietveld method basics, Background contribution, Peak- shape function, profile parameters, Quality of Rietveld refinement  7 X-RAY SPECTROSCOPY 8 X-ay Fluorescence, X-ray Emission spectroscopy, X-ray absorption spectroscopy  8 APPLICATIONS OF X-RAY DIFFRACTION 5     Grain size determination, stress measurements, Phase diagram determination and Chemical analysis     Course"
"  MIN 431","  MATERIALS SCIENCE AND ENGINEERING","  INTRODUCTION  1 Materials science and engineering, Classification of materials, Advanced materials, 4   Modern materials needs, Atomic structure and interatomic bonding atomic structure, atomic bonding in solids STRUCTURE OF CRYSTALLINE SOLIDS  2 Crystal Structure, Crystallographic points, directions, and planes, Crystalline and non- 8 crystalline Crystal Structures, Polymer Structures DIFFUSION  3 Diffusion mechanisms, Steady State diffusion, Non Steady State diffusion, Numerical on 6 Diffusion in metallic, Ceramic and polymeric materials  4, PHASE DIAGRAMS Basic concepts, Binary phase diagrams, Binary isomorphous system, Binary eutectic system, Equilibrium diagrams having intermediate phase or compounds, Eutectoid and 12 peritetic reactions, Ceramics phase diagrams, Non equilibrium solidification and segregation PRINCIPLES OF SOLIDIFICATION  5 Technological Significance, Nucleation, Growth, Solidification time and dendrite size, 6   Cooling Curve, Cast Structure, Solidification defects, Directional Solidification, Single crystal growth, equiaxial growth, Solidification of polymers and Inorganic glass  6 ENGINEERING MATERIALS 6     Ferrous alloys-steels and cast irons non ferrous alloys — Al, Magnesium, Copper, Nickel,Cobalt and Titanium alloys, Ceramic materials- properties and applications, Polymers — classification, structure, properties                                          a Number of"
"  MIN 302","  MATERIALS CHARACTERIZATION","tures     INTRODUCTION  Meaning/importance/need/role of examination  testing of materials, Scope of various examination and testing methods available viz Microscopic examination/metallography, macroscopic examination, Chemical methods, Mechanical methods, Non-destructive testing (NDT) Methods, Spectroscopy etc     METALLOGRAPHY/MICROSCOPIC EXAMINATION OF METALS  Preparation  Etching of Specimens of metals  alloys Principle, Construction  working of metallurgical microscope, Various properties of microscope objectives, Defects in lenses  their remedies, Various types of objectives and eye pieces, TEM and SEM Microscope     MACROSCOPIC EXAMINATION OF METALS Introduction, Importance  scope of macroetching, Sulphur/Phosphorus/Oxide Printing Flow Lines  Nv     CHEMICAL METHODS Gravimetric, Volumetric, Colorimetric, _ Electro-gravimetric, Fire Assaying Polarographic Methods of Analysis     MECHANICAL METHODS Hardness testing, Tensile testing, Impact testing, Creep, Fatigue, Fracture, Nano indentation technique     NON-DESTRUCTIVE TESTING X-ay/Gamma ray radiography, Ultrasonic testing, Magnetic Methods— magnetic particle test/Magna Flux, Zyglo/Die penetration test, Eddy current test, X-ray diffraction     ADVANCED CHARACTERIZATION TECHNIQUES  Scanning probe microscope, X-ray fluorescence technique, Atomic absorption spectroscopy, Differential thermal analysis (DTA), differential scanning calorimeter (DSC), Thermogravimetric analysis (TGA), Thermomechanical analysis (TMA)     APPLICATIONS OF CHARACTERIZATION TECHNIQUES Applications of the different characterization techniques eg XRD, SEM, TGA, DTA, DSC etc"
" MIN 432","  ENGINEERING MATERIALS"," INTRODUCTION  1 Materials selection and related factors such as design, processing and economics Case 4  histories related to material selection HIGH TEMPERATURE MATERIALS  2 Refractory metals and alloys, Creep resistant alloys, typical creep curve effect of load, 7 Temperature and composition super alloys Fe-base, Ni-base and Co-base super alloys and their composition, Heat treatment, properties and applications  LOW TEMPERATURE MATERIALS (CRYOGENIC MATERIALS)  3 Concept of ductile to brittle transition, determination of transition temperature Ni-base 8 low temperature materials, 9 Ni-steel, austenitic stainless steels, their composition, heat- treatment, properties and applications  STRUCTURAL STEELS  4 Plain carbon, high strength low alloys (HSLA), micro alloyed steels, and dual-phase steels 5  their composition, Heat treatment, properties and applications TOOL AND DIE STEELS  5 Plain carbon and alloy tool and die steels high speed steel, high carbon-high chromium die 5  steel, their composition heat treatment, properties and applications CU BASE AND AL BASE NON FERROUS METALS AND ALLOYS  6 Brasses, bronzes, duralumin, and Al-Si alloy their composition, properties and 6  applications ENGINEERING POLYMERS AND CERAMICS  7 Thermoplastic, Thermosetting polymers and elastomers High strength engineering 7 ceramics   a Number of"
"  MIN 433","  CORROSION ENGINEERING","s     ELECTROCHEMISTRY OF CORROSION  Corrosion — introduction, definitions and types, Electrochemical cells-definitions and principles, Potential measurements - galvanic cells, concentration cells, EMF and Galvanic series - bimetallic couples, Eh-pH diagrams — fundamental aspects, Construction of Eh — pH diagrams, FeH20-O2 diagram, Copper, Aluminium and general corrosion diagrams     ELECTRODE KINETICS AND POLARIZATION PHENOMENA  Electrode — solution interface — definition and types of polarization, Exchange current density — polarization relationships, Polarization techniques — corrosion rate determination, Mixed potentials — concepts and Basics, Mixed potential theory — bimetallic couples, Mixed potential theory — activation and diffusion controlled processes     FORMS OF CORROSION Galvanic corrosion, Crevice corrosion, Pitting, Intergranular corrosion, selective leaching, Erosion corrosion, stress corrosion, hydrogen damage        CORROSION TESTING corrosion rate determination, galvanic corrosion test, erosion- corrosion test, crevice/gasket corrosion test, Huey test for stainless steel, Streicher test, Warren test, Linear polarization for measuring corrosion rates, cyclic polarization for pitting mechanism, EIS (electrochemical impedence spectroscopy)        10METHODS OF CORROSION CONTROL Prevention strategies — design and coatings, Prevention strategies — inhibitors and surface 5 engineering, Cathodic protection — principles and classification, Cathodic protection — 10 influencing factors and monitoring, Design aspects for cathodic protection, Stray current corrosion, Passivity — definitions and influencing parameters, Passivity — application of mixed potential theory, Passivity — design of corrosion resistant alloys, Anodic protection 6 CASE STUDIES ie « Number of"
"  MIN 406","  HEAT TREATMENT OF METALS","ures     PRINCIPLES OF HEAT TREATMENT OF METALS                                                                                                  1 Annealing, Normalizing, Hardenability, Hardening, Tempering 5 THERMO MECHANICAL TREATMENTS  2 High temperature treatment with low temperature tempering, Low temperature treatment 4 with low temperature tempering CASE HARDENING OF STEELS  3 Carburizing process for their process, advance and challenges Flame hardening, Nitric 5 process and challenges Hardenability of steels  4 Concept of critical diameter, joining-end quench test, effect of parameters viz alloying 8 elements, carbon content, austenic grain size, section size and quenching media Heat treatment processes Various methods of heat treatments, surface hardening treatments, heat treatment of non-  5 ferrous alloys, heat treatment schedules/case studies of some important steels and special 12 types of treatments viz martempering, austempering and thermo-mechanical treatments and intercritical treatments  6 DEFECTS i Defects in heat treated materials and their prevention  7 HEAT TREATMENT OPERATIONS 4 Design of Heat treatment cycles to achieve required properties  - - Number of"
"  GSC101","  ENVIRONMENTAL SCIENCES","s     Multi-discipline nature of environmental studies as applied to different engineering streams -  6                        1 Definitions, scopes and explanations  2 Types of Ecosystems — System dynamics — Understanding ecosystems, Ecosystem 6 degradation, Resource utilization, Ecosystem diversity, Habitat classification  3 Natural Resources Renewable and non-renewable- Natural resources and associated 6 problems, Non-renewable resources, Renewable resources  4 Energy and Environment- Fossil fuel, Geothermal, tidal, nuclear, solar, wind, hydropower   6 biomass  5 Environment pollution- Air Pollution, Water Pollution, Soil Pollution, Marine Pollution, 6 Noise Pollution, Thermal Pollution, Nuclear hazards  6 Cleaner Production and life cycle analysis - LCA methodology, steps and tools, ELA and  6 Environment audit Environment Development and Society- Emerging technology for sustainable development  6  7 and environment management, public participation and provision in management and     legislation        Course"
" MAN 101"," MATHEMATICST"," 1 INFINITE SERIES 8  Infinite series and convergence, alternating series, power series and convergence Taylor’s and Maclaurin’s Series (Scope as in Chapter 8, Sections 81, 83 — 89 of Reference Book 1)     2 MULTIVARIABLE FUNCTIONS 10 Limit, Continuity and Partial Derivatives Euler’s Theoem for Homogeneous functions Differentiability, Linearization and Differentials Chain rule Extreme values and Saddle Points Lagrange multipliers Taylor’s Formula  (Scope as in Chapter 12, Sections 121 — 126, 128 — 1210 of Reference Book 1)     3 SOLID GEOMETRY 4 Cylinders and Quadric surfaces, Cylindrical and Spherical Coordinates (Scope as in Chapter10, Sections106 and 107 of Reference Book 1)     4 INTEGRAL CALCULUS 8 Area between plane curves Volumes of solids of revolution Lengths of plane curves Areas of surfaces of revolution Double integrals in rectangular and Polar form, Triple integrals in Rectangular, Cylindrical and Spherical coordinates, Substitutions in Multiple Integrals (Scope as in Chapter 5, Sections 51, 53, 55, 56 and Chapter 13 Sections 131, 133, 134,136 and 137 of Reference Book 1)     5 ORDINARY DIFFERENTIAL EQUATIONS 12 First order exact differential equations, Integrating factor, Orthogonal trajectories, Second and Higher order Linear Differential Equations with constant coefficients, Differential Operators, Methods of Variation of Parameters and Undetermined Coefficients, Euler Cauchy Equation, Wronskian (Scope as in Chapter 1, Section 15, 18 Chapter 2, 21-24, 26, 29-210, 213- 215 of Reference Book 2)           Course"
"  MAN 103","  PROBABILITY AND STATISTICS","  RANDOM VARIABLES AND PROBABILITY DISTRIBUTIONS 20 Random variables, Discrete, Continuous and Joint Probability distributions, Marginal and  1 Conditional distributions, Independent random variables, Expectation, Variance and Covariance, Means and variances of linear combinations of random variables, Chebyshev’s inequality, Binomial, Poisson, Uniform and Normal distributions, Normal and Poisson approximations to Binomial, Moments, Moment generating function SAMPLING DISTRIBUTIONS  ESTIMATION 16 Population, Sample, Sampling distributions, Law of large numbers, Central limit theorem,  2 Distribution of sample mean, Difference of means, Proportions and difference of proportions, Chi-square distribution, Student’s t-distribution, Estimation of parameters, Point estimate, Confidence interval for mean, difference of means and proportions TESTS OF HYPOTHESES 6  3 Hypothesis, Test statistic, Critical region, Significance level, Single Sample and Two  Samples tests for mean           Course"
"  MAN105","  ‘VECTOR CALCULUS, FOURIER SERIES AND LAPLACE TRANSFORM"," VECTOR CALCULUS 20 Gradient, Divergence and Curl — their physical interpretation and representation in 1 cylindrical and spherical coordinates Line, surface and volume integrals Green’s theorem  in the plane, Stoke’s theorem, Divergence theorem Irrotational and Solenoidal Fields, Applications to Science and Engineering     FOURIER SERIES 12 Periodic functions, Trigonometric series, Fourier Series, Euler’s formulae, Conditions for     2 existence of Fourier series, Even and odd functions, Half range expansions, Complex Fourier series, Applications of Fourier series, Parseval’s identity, Harmonic analysis LAPLACE TRANSFORM 10 3 Laplace transform, Inverse transform, properties, Transforms of derivatives and integrals,  Unit step function, Dirac’s delta function, Differentiation and integration of transforms, Applications to differential equations           Course"
"  MAN 106","  PARTIAL DIFFERENTIAL EQUATIONS AND SPECIAL FUNCTIONS"," PARTIAL DIFFERENTIAL EQUATIONS 17 1 Formation and solution of first order partial differential equations, Linear equations of higher order with constant coefficients, Applications to Engineering problems SPECIAL FUNCTIONS 25 Series solution of differential equations, Power series methods, Series solution of Legendre’s 2 differential equation Legendre’s polynomial, generating functions, Recurrence relations, Frobenius method, Series solution of Bessel’s differential equation, Bessel’s functions, Modified Bessel’s functions, generating functions, Recurrence relations, Equations reducible to Bessel’s equation, Sturm Liouville’s problem, Eigen function expansions Course"
"  MAN 109","  NUMERICAL ANALYSIS","  ERRORS eh Enrors in numerical calculations, Absolute, relative and percentage errors, Round off and truncation errors, Error propagation, Loss of significant digits, Errors in series approximation, Speed of convergence SOLUTION OF EQUATIONS ab  2 Bisection method, Fixed point iteration and its convergence, Acceleration of convergence using Aitken’s method Regula-Falsi, Newton-Raphson, Generalized Newton’s, Chebyshev’s and Halley’s methods INTERPOLATION 10  3 Lagrange Interpolation, Newton’s divided difference interpolation, Finite differences,  Newton’s, Bessel’s, Stirling’s and Guass’ difference formulaeNUMERICAL DIFFERENTIATION  INTEGRATION Differentiation using differences, Integration using Newton-cote’s formulas with errors, Gaussian Quadrature     SOLUTION OF LINEAR SYSTEM OF EQUATIONS Direct methods - Gauss elimination, Partial pivoting, Complete pivoting, Gauss-Jordan and factorization methods, Iterative methods-Gauss Siedal and Jacobi’s methods     NUMERICAL METHODS FOR DIFFERENTIAL EQUATIONS  Solution of first order differential equations using Taylor’s series, Euler’s, Picard’s and Runge-Kutta method upto 4"" order, Predictor-Corrector methods (Adam’s and Milne’s method),           Course"
" PYN101"," OSCILLATIONS AND OPTICS"," 1 ULTRASONICS Production, detection and uses of ultrasonics, reverberation, sabine’s  3 formula (no derivation) SHM Review of basic kinematics (displacement, velocity, acceleration, time period and 4 2 phase of vibration) and dynamics (restoring force and energetics) of simple harmonic motion, differential equation of SHM, superposition of two SHM in one dimension, charge oscillations in LC circuits DAMPED OSCILLATIONS Concept and cause of damping, differential equation of a 4 3 damped oscillator and different kinds of damping, Methods of describing damping of an     oscillator - logarithmic decrement, relaxation time, quality factor, band width Series LCRcircuit as a damped oscillator     FORCED OSCILLATIONS States of forced oscillations, differential equation of forced 5 oscillator — its displacement, velocity and impedance, behaviour of displacement and velocity with driver’s frequency, Power, bandwidth, Quality factor and amplification of forced oscillator, resonance in forced oscillators, forced oscillations in series LCR circuit     WAVE MOTION Wave equation and its solution, characteristic impedance of a string, 3 reflection and transmission of waves on a string at a boundary, reflection and transmission of energy, the matching of impedances     INTERFERENCE Division of wave front and amplitude Fresnel’s biprism, Newton’s 4 rings, Michelson interferometer and its applications for determination of ) and dh     DIFFRACTION Fresnel and Fraunhofer diffraction, qualitative changes in diffraction 5 pattern on moving from single slit to double slit, plane transmission grating, dispersive power  resolving power of a grating     POLARIZATION Methods of polarization, analysis of polarized light, quarter and half 4 wave plates, double refraction     LASERS Elementary idea of LASER production, spontaneous emission, stimulated 4 emission, Einstein’s coefficients, Helium-Neon, Ruby and semiconductor lasers, applications of lasers     10  FIBRE OPTICS Basics of optical fibre - its numerical aperture, coherent bundle, step 4 index and graded index fibre, material dispersion, fibre Optics sensors, applications of optical fibre in communication systems     11        HOLOGRAPHY Basic principle, theory and requirements 2"
" 5 PYN102","  CONDENSED MATTER PHYSICS","     CRYSTAL STRUCTURE Space lattices and their symmetries, crystal structures (cubic  (11) and hexagonal cells), assignment of coordinates, directions and planes in crystals, linear, planer and space densities in crystals, close packed morphology (Hexagonal and cubic close packing), single and polycrystalline structures, interstitial spaces (trigonal, tetrahedral and octahedral voids, crystal Structure analysis, X-ray diffraction and Bragg’s law, crystal defects, Point, line, surface and volume imperfections     THEORY OF METALS Free electron theory, electrical properties, thermal properties, (6) 2 motion in magnetic field (cyclotron resonance), Zone theory Band theory of solids, Kronig- Penney Model (qualitative), conductors, insulators and semiconductors     DIELECTRIC MATERIALS Review of basic formulas, dielectric constant and (5) 3 polarizability, sources of polarizability, classical treatment of dipolar, ionic and electronic polarizability, piezoelectricity, ferroelectreity     MAGNETIC MATERIALS Review of basic formulas, magnetic susceptibility, (8) classification of materials, Langevin diamagnetism, paramagnetism (only classical treatment), magnetism in metals, ferromagnetism in insulators, anti-ferromagnetism and ferrimagnetism, ferromagnetism in metals, ferromagnetic domains, hysteresis     SUPERCONDUCTIVITY Zero resistance, occurrence of superconductivity, Meissner (4) 5 effect, critical field, thermodynamics of superconducting transitions, electrodynamics of superconductors, qualitative idea of BCS theory     SEMICONDUCTORS p-type and n-type semiconductors, statistics of electrons and holes,  (4) Hall effect (for single as well as both type of charge carriers)     NANOTECHNOLOGY Introduction, Synthesis of Nanoparticles Mechanical Method, (4) 7 Sputtering, Chemical Vapour Deposition, Sol-gel Technique, Applications of Nanotechnology"
"  PYN - 105","  MECHANICS"," 1 KINEMATICS OF A PARTICLE Introduction Rectilinear Kinematics General  5  Curvilinear Motion Curvilinear Motion Rectangular Components, Normal and Tangential Components, Cylindrical Components Absolute Dependent Motion Analysis of Two Particles Relative-Motion Analysis of Two Particles Using Translating Axes Motion of a Projectile     2 KINETICS OF A PARTICLE FORCE AND ACCELERATION Newton's Laws of  4 Motion The Equation of Motion Equation of Motion for a System of Particles Equations of Motion Rectangular Coordinates, Normal and Tangential Coordinates, Cylindrical Coordinates Central-Force Motion and Space Mechanics     3 KINETICS OF A PARTICLE WORK AND ENERGY The Work of a Force Principle  3 of Work and Energy Principle of Work and Energy for a System of Particles Power and Efficiency Conservative Forces and Potential Energy Conservation of Energy     4 KINETICS OF A PARTICLE IMPULSE AND MOMENTUM Principle of Linear  4 Impulse and Momentum Principle of Linear Impulse and Momentum for a System of Particles Conservation of Linear Momentum for a System of Particles Impact Angular Momentum Relation Between Moment of a Force and Angular Momentum Angular Impulse and Momentum Principles     5 PLANAR KINEMATICS OF A RIGID BODY Rigid-Body Motion Translation  4 Rotation About a Fixed Axis Absolute General Plane Motion Analysis Relative-Motion Analysis Velocity, Instantaneous Center of Zero Velocity, Acceleration Relative-Motion Analysis using Rotating Axes     6 PLANAR KINETICS OF A RIGID BODY FORCE AND ACCELERATION Moment  4 of Inertia Planar Kinetic Equations of Motion Equations of Motion Translation, Rotation About a Fixed Axis, and General Plane Motion     7 PLANAR KINETICS OF A RIGID BODY WORK AND ENERGY Kinetic Energy  3 The Work of a Force The Work of a Couple Principle of Work and Energy Conservation of Energy     8 PLANAR KINETICS OF A RIGID BODY IMPULSE AND MOMENTUM Linear  3 and Angular Momentum Principle of Impulse and Momentum Conservation of Momentum Eccentric Impact     9 THREE-DIMENSIONAL KINEMATICS OF A RIGID BODY Rotation About a Fixed  3 Point The Time Derivative of a Vector Measured from a Fixed and Translating-Rotating System General Motion Relative-Motion Analysis using Translating and Rotating Axes        10 THREE-DIMENSIONAL KINETICS OF A RIGID BODY Moments and Products of  3 Inertia Angular Momentum Kinetic Energy Equations of Motion Gyroscopic Motion Torque-Free Motion        Course"
"  PYN-106","  ELECTROMAGNETIC THEORY","s     ‘VECTORS AND FIELDS  Cartesian coordinate System, Cylindrical and Spherical coordinate Systems, Constant coordinate surfaces, Del operator, Gradient, Divergence of a Vector and Divergence Theorem, Curl of a vector and Stoke’s theorem, Gradient, Divergence, Curl and Laplacian in the three coordinate Systems, Laplacian of a scalar, Scalar  Vector Fields, Classification of Vector field Sinusoidally time-varying fields, Complex Numbers and Phasor technique  10     ELECTROSTATICS  Field intensity, Gauss’s law  its applications, Maxwell’s 1 eqn (Electrostatics), Electric Energy and potential, the line integral, Potential gradient, the dipole fields, Energy density in an electrostatic field  Current and current density, Continuity of current, Metallic conductors, Conductor properties and boundary conditions, the nature of Dielectric materials and related Boundary conditions, Capacitance, Capacitance of a two-wire line, Current analogies  Electrostatic boundary-value problems, Laplace’s and Poisson’s equations, Uniqueness theorem, General procedure for solving Laplace’s and Poisson’s equation , Resistance and capacitance, Method of images  10        MAGNETOSTATICS  Biot-Savart’s law, Ampere’s circuital law, Applications of Ampere’s law, Magnetic flux and magnetic flux density-Maxwell’s eqn, Maxwell’s eqn for static electromagnetic fields, Scalar and vector magnetic potentials  Magnetic dipole, Force due to Magnetic field on a differential current element, force between  two differential current elements, Force and torque on a closed circuit, The nature of        llmagnetic materials, Magnetization and permeability, Magnetic boundary conditions, Inductors and inductances, Magnetic energy, Magnetic circuits, Potential energy and force on magnetic materials     MAXWELL’S EQUATIONS AND ELECTROMAGNETIC WAVE PROPAGATION  11 Faraday’s law, Displacement current, Maxwell’s equations in point form, Maxwell’s equations in integral form, Kirchoff’s Voltage law and Kirchoff’s Current law from  4 Maxwell’s equations, EM waves in general, EM wave propagation in Lossy Dielectrics, Wave propagation in lossless dielectrics, Plane waves in free space, Plane waves in Good conductors, Power  Poynting Vector, Reflection of a plane wave at normal incidence, Reflection of a plane wave at oblique incidence                             « Number of"
