"Code","Name","Detail"
"  ECN 405","  ANTENNA AND WAVE PROPAGATION","s     BASIC PRINCIPLES AND DEFINITIONS  Retarded vector and scalar potentials Radiation and induction fields Radiation from elementary dipole (Hertzian dipole, short dipole, linear current distribution), half wave dipole, Antenna parameters Radiation resistance, Radiation pattern, Beam width, Gain, Directivity, Effective height, Effective aperture, Bandwidth and Antenna Temperature  12     RADIATING WIRE STRUCTURES AND ANTENNA ARRAYS  Folded dipole, Monopole, Biconical Antenna, Loop Antenna, Helical Antenna Principle of pattern multiplication, Broadside arrays, Endfire arrays, Array pattern synthesis, Uniform Array, Binomial Array, Chebyshev Array, Antennas for receiving and transmitting TV Signals eg Yagi-Uda and Turnstile Antennas  10     APERTURE TYPE ANTENNAS  Radiation from rectangular aperture, E-plane Horns, H-plane Horns, Pyramidal Horn, Lens Antenna, Reflector Antennas BROADBAND AND FREQUENCY INDEPENDENT ANTENNAS  Broadband Antennas The frequency independent concept Rumsey’s principle, Frequency independent planar log spiral antenna, Frequency independent conical spiral antenna and Log periodic antenna  10     PROPAGATION OF RADIO WAVES  Different modes of propagation, Ground waves, Space waves, Surface waves and Tropospheric waves, Ionosphere, Wave propagation in the ionosphere, critical frequency, Maximum Usable Frequency (MUF), Skip distance, Virtual height, Radio noise of terrestrial and extraterrestrial origin Multipath fading of radio waves     10        Course"
"

 

ECN 406","

AUDIO  VISUAL SYSTEMS"," FUNDAMENTALS OF TELEVISION 10 Introduction of television, General concepts-interlaced scanning, Geometric form and aspect 1 ratio, Image continuity, No of scanning lines, Resolution, Brightess, Contrast, Composite video signal, Television Transmitter, Monochrome television receiver, compatibility between Monochrome and colour television three color theory, PAL transmitter and receiver AUDIO DEVICES AND APPLICATIONS 8 Microphone Sensitivity, Nature of Response and Directional Characteristics, 2 Measurement Microphones, Various Types of Microphones, Various Types of Loudspeakers, Characteristic Impedance of Loud Speakers, Headphone Types, The basics of Magnetic Recording, Sound Cards, Sound Mixers, PA Systems  Installations, Digital Consoles, modern audio recording techniques DIGITAL AUDIO 6 3 Digital Audio Fundamentals, review of Sampling and Quantizing, PCM, Audio Compression, Disk-Based Recording, Rotary Head Digital Recorders, Digital Audio Broadcasting, Digital Filtering, Stereophony and Multichannel Sound DIGITAL VIDEO  STANDARDS 6 4 Digitizing Video, Chroma Subsampling, Basics of Video Compression (MPEG-x, H26x), Digital VTR, Non-Linear Editing, 43 Vs 169 for Digital Video ADVANCED TELEVISION CONCEPTS 12 HDTV, Display Technologies (CRT, LCD, Plasma, LED, Projection), Video Interfaces 5 (Composite, Component, S-Video, DV, SDI, HDMI television DVI),Digtal television, Digital video disc, Flatron picture tube, Video on demand, video on internet, cable television, closed circuit television, Dish TV Course"
"  ECN 407","  TELECOMMUNICATION SYSTEMS"," INTRODUCTION TO TELECOMMUNICATIONS 5 1 Evolution of telecommunication Switching system, Strowger switching systems Crossbar switching, Electronic space division switching SPEECH DIGITALIZATION AND TRANSMISSION ab Sampling, quantization and binary coding, Companding, differential coding, Vocoders, pulse transmission, line coding, time division multiplexing, 2 TIME DIVISION SWITCHING Basic Time Division space switching, Basic Time Division time switching, time multiplexed space switching, time multiplexed time switching, combination switching, three-stage combination switching, n-stage combination switching OPTICAL FIBER SYSTEMS 4 3 Optical fiber transmission, Radio over fiber, free space optics, telecommunication applications, Synchronous Optical Network (SONET), Wavelength division multiplexing TRAFFIC ENGINEERING 5 4 Network traffic load and parameters, grade of service and blocking probability, modeling switching systems, Incoming traffic and service time characterization, Blocking modes and loss estimates, delay systems TELEPHONE NETWORKS AND DATA NETWORKS 7 Subscriber loop systems, switching hierarchy and routing, transmission plan, transmission systems, number plan, charging plan, signaling techniques, In channel signaling, Common 5 Channel signaling, Data transmission in PSTNs, switching techniques for data transmission, data communication architecture, link-to-link layers, end-to-end layers, satellite based networks, local area networks, metropolitan area networks, fiber optic networks, data network standards, protocols stacks, internetworking, IP Telephony INTEGRATED SERVICE DIGITAL NETWORK, MOBILE COMMUNICATION 5 Motivation for ISDN, ISDN services, Network and protocol architecture, transmission 6 channels, user network interfaces, signaling, numbering and addressing, service characterization, internetworking, ISDN standards, expert systems in ISDN, broadband ISDN, Voice Data Integration CDMA 5 7 System Architecture for CDMA Network and Data Link Layers of CDMA Signaling Applications in CDMA System Voice Applications in CDMA System GSM 4 8 RF Engineering and Facilities Wireless Data, Cellular Communication Fundamentals, GSM Architecture and Interfaces Radio Link Features in GSM, GSM Logical Channels and Frame Structure Speech Coding in GSM (Messages, Services and Call Flows in GSM) Course"
"  ECN 408","  OPTICAL COMMUNICATION","  OVERVIEW OF OPTICAL FIBER COMMUNICATIONS 6 Block Diagram of Optical Communication System, advantages of optical fiber  1 communication, basic structure of optical fiber waveguide, ray theory transmission, optical fiber modes and configuration, step index  graded index fiber, single mode fiber, multi modifier fiber materials , fiber fabrication SIGNAL DEGRADATION IN OPTICAL FIBER TRANSMISSION 6 Introduction, attenuation, intrinsic  extrinsic absorption losses, linear  nonlinear  2 scattering losses , bending losses , distortion in optical wave guide ,intramodal and intermodal dispersion Power launching and coupling Source to fiber power launching, power calculation, lensing schemes, fiber to fiber joints, fiber splicing technique, fiber connectors OPTICAL TRANSMITTERS 6  3 Basic Concepts,Light Emitting Diodes, Semi Conductor Lasers, DFB Lasers, Coupled Cavity semiconductor Lasers, Tunable Semiconductor Lasers, Vertical Cavity Semiconductor Lasers, Laser Characteristics, Transmitter design OPTICAL RECEIVERS 5  4 Basic concepts, p-n Photo Diodes, p-i-n Photo Diodes, Avalanche Photo Diode, MSM Photo detector, Receiver Design, Receiver Noise Noise mechanism, Receiver sensitivity Bit error rate, Minimum Receiver Power, Sensitivity Degradation, Receiver Performance  5 OPTICAL COMMUNICATION SYSTEM DESIGN 3) Point to point links, system considerations, link power budget, rise time budget NONLINEAR EFFECTS IN FIBER OPTIC LINKS 4  6 Concept of self-phase modulation, cross phase modulation, Raman scattering, Brillouin scattering ,four wave mixing, group velocity dispersion and solution based communication , wavelength converters  7 OPTICAL AMPLIFIERS 4Semiconductor optical amplifiers, EDFA, Raman amplifier     OPTICAL NETWORKS  Optical multiplexing techniques- WDM, DWDM, CWDM  CDMA, Network Topologies, FDDI Networks - Frame and Token formats, Network operation, SONET/SDH, SONET frame structure, SONET layers, operational principles of WDM - Broadcast and Select WDM networks, Single hop networks, Wavelength routed networks, Introduction to Optical Computing  Photonics           Course"
" ECN 409","  ADVANCED DIGITAL COMMUNICATION","s     CHARACTERIZATION OF COMMUNICATION SIGNALS AND SYSTEMS Representation of Band pass Signals and Systems ,Representation of Linear Band pass Systems ,Response of a Band pass System to a Band pass Signal Representation of Band pass Stationary Stochastic Processes, Signal Space Representation Signal Space Concepts , Memory less Modulation Methods, Spectral Characteristics of Digitally Modulated Signals Power Spectra of Linearly Modulated Signals  10        OPTIMUM RECEIVERS FOR THE ADDITIVE WHITE GAUSSIAN NOISE CHANNEL  Optimum Receiver for Signals Corrupted by AWGN ,Correlation Demodulator ,Matched- Filter Demodulator, Performance of the Optimum Receiver for Memory less Modulation Probability of Error for Binary Modulation , Probability of Error for M-ary Orthogonal Signals , Probability of Error for Simplex Signals, Probability of Error for M-ary Binary- Coded Signals ,Differential PSK (DPSK) and its Performance, Comparison of Digital        12Modulation Methods , Optimum Receiver for CPM Signals, Optimum Demodulation and Detection of CPM, Optimum Receiver for Signals with Random Phase in AWGN Channel                                                                             SYNCHRONIZATION 10 Timing and Frequency Offset in OFDM, Synchronization  System Architecture, Timing  3 and Frame Synchronization, Frequency Offset Estimation, Phase Noise Channel Estimation and Equalization, Introduction, Channel Estimation, Coherent Detection, Block-Type Pilot Arrangement, Comb-Type Pilot Arrangement, Non-coherent Detection, Performance, Channel Estimation for MIMO-OFDM  EQUALIZATION AND MULTIPLE ACCESS TECHNIQUES 10 Equalization, Time Domain Equalization, Equalization in DMT, Delay Parameter,  4 Frequency Domain Equalization, Echo Cancellation, OFDM based Multiple Access Techniques, FDM/ Multiple Access, TDM/ Multiple Access, CDMA, Space Division and Polarization- division Multiple Access, Multiple Access Information flow, ALOHA  Course"
"  ECN 410","  SATELLITE COMMUNICATION"," INTRODUCTION 10 Origin and brief history of satellite communications, an overview of satellite system 1 engineering, satellite frequency bands for communication Orbital theory Orbital mechanics, locating the satellite in the orbit wrt earth look angle determination Azimuth  elevation calculations 2 ENCODING  FEC FOR DIGITAL SATELLITE LINKS 8     Channel capacity, error detection coding, linear block, binary cyclic codes, and convolutioncodes Satellite Systems Satellite Earth station Technology, satellite mobile communication, VSAT technology, Direct Broadcast by satellite (DBS)                                                        SPACECRAFT SYSTEMS 8 Attitude and orbit control system, telemetry, tracking and command (TTC), 3 communications subsystems, transponders, spacecraft antennas Satellite link design Basic transmission theory, noise figure and noise temperature, C/N ratio, satellite down link design, satellite uplink design MODULATION, MULTIPLEXING, MULTIPLE ACCESS TECHNIQUES 8 Analog telephone transmission, Fm theory, FM Detector theory, analog TV transmission, 4 S/N ratio Calculation for satellite TV linking, Digital transmission, base band and band pass transmission of digital data, BPSK, QPSK, FDM, TDM, Access techniques FDMA, TDMA, CDMA ENCODING  FEC FOR DIGITAL SATELLITE LINKS 8 5 Channel capacity, error detection coding, linear block, binary cyclic codes, and convolution codes Satellite Systems Satellite Earth station Technology, satellite mobile communication, VSAT technology, Direct Broadcast by satellite (DBS) Course"
" ECN 411"," HDL BASED SYSTEM DESIGN"," FINITE STATE MACHINES 6  Introduction to Synchronous Sequential Circuits, Asynchronous Sequential Circuits, The              1 Finite State Model, Memory Elements and Their Excitation Functions, Analysis and Synthesis of Synchronous Sequential Circuits, Computing Machine Flow tables, Analysis and Synthesis, Races and Cycles, hazards in asynchronous circuits  2 BASIC VHDL ELEMENTS 3Identifiers, Data Objects, Data Types, Operators                 MODELING 10 Behavioral modeling Entity declaration, architecture body, Various Sequential Statements 3 and Constructs, multiple processes, postponed processes Dataflow Modeling Concurrent Signal Assignment Statements, delta delay model, multiple drivers, block statement, concurrent assertion statement Structural Modeling Component Declaration, component Instantiation, resolving signal values SUPPORTING CONSTRUCTS 8 4 Generics and Configuration, Subprograms and Overloading, Operator overloading, Package declaration, package body, design Libraries, visibility ADVANCED FEATURES P 5 Generate statements, qualified expressions, type conversions, guarded signals, attributes, aggregate targets MODEL SIMULATION 4 6 Writing a Test Bench, Simulation, Use of text file for input and output, Hardware Modeling Examples, Modeling and Simulation of Moore and Mealy FSMs PROGRAMMABLE LOGIC DEVICES (PLD) AND FIELD PROGRAMMABLE  4 7 GATE ARRAYS (FPGA)  Basic Concepts, Architecture and Usage Combinational and sequential Logic Design with PLDs/FPGAs           Course"
"  ECN 412","  MEMS AND MICROSYSTEMS"," OVERVIEW OF MEMS AND MICROSYSTEMS 12     Introduction Microsystem vs MEMS, Microsystems and Microelectronics, _ theMultidisciplinary Nature of Microsystem design and manufacture, Application of MEMS in various industries MEMS and Miniaturization Scaling laws in miniaturization Introduction to Scaling, Scaling in Geometry, Rigid Body dynamics, Electrostatic forces, Electromagnetic forces, Electricity, Fluid Mechanics, Heat Transfer Materials for MEMS and Microsystems — Si as substrate material, mechanical properties of Silicon, Silicon Compounds (SiO2, Si3N4, SiC, polySi, Silicon), Piezoresistors, GaAs, Piezoelectric crystals, Polymers, Packaging Materials     MICROMACHINING PROCESSES  Overview of microelectronic fabrication processes used in MEMS, Bulk Micromachining — Isotropic  Anisotropic Etching, Comparison of Wet vs Dry etching, Surface Micromachining —General description, Processing in general, Mechanical Problems associated with Surface Micromachining, Introduction to LIGA process, Introduction to Bonding Assembly of 3D MEMS - foundary process  10     MICROSYSTEMS  MEMS DESIGN  Design Considerations Design constraints, Selection of Materials, Selection of Manufacturing processes, Selection of Signal Transduction, Electromechanical system, packaging Process design, Mechanical Design — Thermo mechanical loading, Thermo mechanical Stress Analysis, Dynamic Analysis, Interfacial fracture Analysis, Mechanical Design using Finite Element Method  10     DESIGN CASE USING CAD PRINCIPLES OF MEASURING MECHANICAL QUANTITIES  Transduction from Deformation of Semiconductor Strain gauges Piezo resistive effect in Single Crystal Silicon, Piezo resistive effect in Poly silicon Thin films, Transduction from deformation of Resistance Capacitive Transduction Electro mechanics, Diaphragm pressure sensors Structure and Operation of Accelerometers, Resonant Sensors, Thermal Sensing and actuation     10        Course"
"  ECN 413","  NANO TECHNOLOGY"," INTRODUCTION TO NANOTECHNOLOGY AND NANO MATERIALS 12 1 History, ethical issues, applications in different fields, bottom up and top down approaches, Introduction to Zero, One and Two Dimensional Nanostructures, Quantum devices Resonant tunneling diode, Coulomb Blockade, Single Electron Transistor NANOMATERIAL SYNTHESIS TECHNIQUES 10 2 Physical methods ball milling, Atomic Layer Deposition, Molecular beam epitaxy, spray pyrolysis, Chemical Methods Sol gel, self-assembly, Chemical Vapor depositions, template manufacturing NANO-FABRICATION 8 High resolution nano lithography, E-beam and nano imprint lithography, Dip-Pen 3 lithography, AFM Lithography Nano characterization High Resolution TEM, Scanning Probe Microscopes Atomic Force Microscope and Scanning Tunneling Microscope, Nano manipulator, Lab on a Chip concept APPLICATIONS 12 4 Carbon nanotubes, structures and synthesis, growth mechanism and properties, devices applications, Nanowires synthesis and characterization, Molecular Switches and logic gates Course"
" ECN 414","  FPGA BASED SYSTEM DESIGN","ures                                                                                               REVISION OF BASIC DIGITAL SYSTEMS 4  1 Combinational Circuits, Sequential Circuits, Timing, Electrical Characteristics, Power Dissipation REVIEW OF VHDL 12  2 Introduction, Behavioral, Data flow, Structural Models, Simulation Cycles, Process, Concurrent Statements, Sequential Statements, Operator overloading Loops, Delay Models, Sequential Circuits, FSM Coding, Library, Packages, simulation PROGRAMMABLE LOGIC DEVICES 6  3 Introduction, Evolution, PROM, PLA, PAL, Applications, Design Flow, Programmable Interconnections FUNDAMENTALS OF FPGA 4  4 The key things about FPGA, fusible link technologies, antifuse technologies, SRAM based technology, EPROM, EEPROM, Flash based technologies  5 FPGA ARCHITECTURE 4 Fine, medium grained, coarse grained, MUX and LUT based design, embedded RAM  6 PROGRAMMING FPGA 4 Configuration files, configuration ports, JTAG in brief, programming using JTAG port DESIGN TOOLS 8  @ Design Flow, Xilinx Virtex (Architecture), tools for simulation, Case Studies based on designing and synthesis of various digital systems  Course"
" ECN 415","  CMOS ANALOG VLSI DESIGN","s        1   INTRODUCTION     6Basics of CMOS, CMOS Capabilities and Limitations and CMOS Transistors and Logic Analog IC Design and Analog Signal Processing Overview of the VLSI technologies, VLSI Circuits and Analog IC Design Fundamentals CMOS Technology- Basic MOS Semiconductor Fabrication Processes, pn junction, MOS Transistor, Other Considerations of CMOS Technology, Integrated Circuit Layout     CMOS DEVICE MODELLING  Simple MOSLarge-Signal Model, Other MOS Large-Signal Model Parameters, Small Signal Model for MOS Transistor, Subthreshold MOS Model, Measurement of MOSFET Parameters- Diode Models DC- Small Signal and High Frequency Model, DC Small Signal and High Frequency BJT Model- Measurement of BJT Model Parameters     VLSI CIRCUIT DESIGN  VLSI Circuits Design Theory, Process overview, Transistor device model, Circuit characterization Technology libraries Overview Pre-layout parasitics estimation Post layout simulation techniques VLSI Circuit Schematics and Simulation EDA Tool Flow     ANALOG IC DESIGN  Analog IC Design Theory, Analog IC (CMOS) Detailed Design Flow, Active/Passive devices for Analog VLSI Design Analog CMOS Subcircuits MOS Switch, MOS Diode/Active Resistor, Current Sinks and Sources, Current Mirrors, Current and Voltage References, Bandgap Reference     CMOS AMPLIFIERS Inverters, Differential Amplifiers, Cascode Amplifiers, Current Amplifiers, Output Amplifiers, High-Gain Amplifier Architectures     CMOS OPERATIONAL AMPLIFIERS  Design of CMOS Op Amps, Compensation of Op Amps, Design of Two-Stage Op Amps and their Power Supply Rejection Ratio, Cascode Op Amps, Buffered Op Amps, High Speed/Frequency Op Amps, Differential Output Op Amps, Micro power Op Amps, Low Noise Op Amps, Low Voltage Op Amps     ANALYSIS AND SIMULATION TECHNIQUES Different types of Analysis and Simulation techniques, Analog IC Schematics and Simulation EDA           Course"
"  ECN 416","  FOUNDATIONS OF VLSI CAD","s     LOGIC DESIGN ALGORITHMS  SOP, POS minimization, Petrick’s Method, Branch and Bound method, Dynamic Programming, Divide-Conquer, Greedy Algorithm based approach, Binary Design Diagram Set covering problem solutions like Quine-McCluskey Algorithm, Iterated Consensus Method  7     INTRODUCTION TO VLSI PHYSICAL DESIGN AND LAYOUT COMPACTION Introduction to VLSI Physical Design Physical Design Automation, VLSI Design Cycle, New Trends in VLSI Design Cycle, Design Styles VLSI Physical Design Automation Physical Design, Physical Design Cycle, VLSI Design Automation  Layout Compaction Design Rules, Symbolic Layout, Problem Formulation, Applications of Compaction, Informal Problem Formulation, Graph Theoretical Formulation, Maximum Distance Constants Algorithms for Constant Graph Compaction A Longest Path Algorithm for DAGs, The Longest Path in Graphs with Cycles, The Bellman-Ford Algorithm, Discussion Shortest Paths, Longest Paths and Time Complexity  10     PLACEMENT, PARTIONING  FLOOR PLANNING  Placement and Partitioning Circuit Representation, Wire-length Estimation, Types of Placement Problems, Placement at Various Levels, Design-Style specific Placement, Placement Algorithms Constructive Placement, Iterative Improvement Partitioning Circuit Partitioning, Hierarchical Partitioning, Partition Levels, Problem Formulation, Classification of Partitioning Algorithms, The Kernighan-Lin Partitioning Algorithms  Floor Planning Floor-planning Concepts, Terminology and Floor-plan Representation, Hierarchical Design, Dead Spaces, Design-Style Specific Floor Planning Optimization Problems in Floor Planning, Slicing and Non-Slicing Floor-plans Shape Functions and Floor-plan Sizing  10     ROUTING  Types of Local Routing Problems, Area Routing, Channel Routing Channel Routing Models, The Vertical Constant Graph, Horizontal Constants and the Left-edge Algorithm, Channel Routing Algorithms, Global Routing Standard-cell Layout, Building-block Layout and Channel Ordering, Algorithms for Global Routing Taxonomy of VLSI Routers, Design- Style Specific Routing     HIGH LEVEL SYNTHESIS Data flow Graphs, Hardware Optimization, Task Scheduling, Technology Mapping           Course"
" ECN 421","  ADVANCED MICROPROCESSOR,"," 80286, 80386 AND 80486 MICROPROCESSORS 20 80286 - Architecture, Real and Virtual Addressing Mode Instruction set, Interrupts, 1 80386- Architecture, Special Registers, Memory Management, Memory Paging Mechanism, 80486- Architecture Enhancements , Cache Memory, Exception Handling, Comparison of Microprocessors 2 Bus Interface and System Buses 8 Bus Interface- ISA- EISA- VESA- PCI PCIX, SPI,USB RS 232 3 VO PGROGRAMMING 5 Fundamental I/O consideration, programmed I/O, Interrupt I/O, DMA technique PENTIUM MICROPROCESSORS 6 4 Pentium Microprocessor Architecture — Special Pentium Registers, Pentium Memory Management, Salient features of Pentium4, introduction to MMX 5 INTRODUCTION TO LATEST PROCESSORS 3 i5, 17, Core2Duo, Quadcore Course"
" ECN-422","   ADVANCED DIGITAL SIGNAL PROCESSIN","s     DESIGN OF DIGITAL FILTERS  TIR FILTER  Digital filter design techniques Impulse invariance Bilinear transformation, Butterworth filter design technique, Frequency transformation techniques, Filter design based problems FIR FILTERS  FIR filter design using Window technique, Frequency sampling, technique, optimization algorithms FIR Filter design problems  10     MULTLRATE SIGNAL PROCESSING Integer sampling rate conversion Interpolation and decimation, Sampling rate conversion by an arbitrary factor, Applications of multi-rate signal processing     WAVELET TRANSFORM Continuous  discrete wavelet transforms, Filter Banks Multi resolution analysis     EFFECTS OF FINITE WORD LENGTH IN DSP SYSTEMS Rounding and truncation errors, quantization effects in A/D converter, FIR and IIR filters  uN     DIGITAL SIGNAL PROCESSOR  Fixed point and floating point processors, Basic Architecture of DSP Processor Computational building blocks, MAC unit, Bus Architecture, memory, Addressing Modes, Parallelism and pipelining, Parallel I/O interface, Interrupts, DMA  10     APPLICATIONS OF DSP Speech processing, Image Processing, Linear prediction coding technique, Discrete Kalman filter     ADAPTIVE FILTERS Introduction to Adaptive filters, adaptive filters as noise cancellers, adaptive line enhancer, in-system modeling Basic Wiener filter           Course"
" 3 ECN 423","   INFORMATION THEORY AND CODIN"," INTRODUCTION  2 1 Overview of Shannon’s contributions to Information Theory and the digital communication system MODULATION  DETECTION  5 Digital modulation Modulation classification, Signal space representation  the symbol 2 constellation, Linear memory less modulation scheme examples Optimum detection Correlation demodulator  matched filter, Optimum symbol detectors, Detector performance for several modulation schemes SOURCE CODING  4 3 Lossless coding for discrete-valued sources, Discrete memory less source (DMS) Discrete stationary source, Lossy coding for discrete-time sources CHANNEL CAPACITY  INTRODUCTION TO CHANNEL CODING 2 é Ch 1 models, Ch L ity, The noisy ch 1 coding theor hannel models, Channel capacity, The noisy channel coding theorem BLOCK CODES 9 Introduction to block codes, A Galios field primer, Linear block codes, Initial comments on 5 Performance  implementation, Important binary linear block codes, Binary linear block code decoding  performance analysis, Non-binary block codes - Reed-Solomon (RS) codes, Techniques for constructing more complex block codes product codes, interleaving, concatenated block codes, Space-time block codes CONVOLUTIONAL CODES 8 Linear convolutional codes  their descriptions, Transfer function representation  distance properties, Decoding convolutional codes, Soft-decision MLSE, Hard-decision MLSE, The 6 Viterbi algorithm for MLSE, Performance of convolutional code decoders, Viterbi algorithm implementation issues RSSE, trellis truncation, cost normalization, Sequential decoding Stack, Fano, feedback decision decoding, Techniques for constructing more complex convolutional codes TURBO  LOW DENSITY PARITY CHECK (LDPC) CODES 8 7 Decoding algorithms which generate extrinsic information Turbo codes, Turbo product codes, Turbo equalization, Low Density Parity Check (LDPC) coding  decoding-Basic graph theory concepts, Graph representation of LDPC codes, Decoding LDPC codes TRELLIS CODED MODULATION (TCM) 4 8 Introduction, Trellis coding with higher order modulation, Set partitioning, Trellis coded modulation (TCM),TCM decoding and performance Course"
"  ECN-424","  LOW POWER VLSI DESIGN"," LOW POWER BASICS Need for low power VLSI chips, Dynamic Power Dissipation, Short Circuit Power, 1 Switching Power, Gliching Power, Static Power Dissipation 8  Emerging Low power approaches Physics of power dissipation in CMOS devices Silicon- on-Insulator     DEVICE  TECHNOLOGY IMPACT ON LOW POWER 8 2 Dynamic dissipation in CMOS, Transistor sizing  gate oxide thickness, Impact of technology Scaling, Technology  Device innovation     LOW-POWER DESIGN APPROACHES  Leakage Power minimization ApproachesVariable-threshold-voltage CMOS (VTCMOS) approach, Multi-threshold-voltage CMOS (MTCMOS) approach  3 ARCHITECTURAL LEVEL APPROACH 14 Pipelining and Parallel Processing Approaches  SWITCHED CAPACITANCE MINIMIZATION APPROACHES System Level Measures, Circuit Level Measures     ARITHMETIC COMPONENTS AND POWER ESTIMATION  Low power arithmetic components Introduction, Standard Adder Cells, CMOS Adder’s 4 Architectures — Ripple Carry Adders, Carry Look- Ahead Adders  POWER ESTIMATION TECHNIQUES 12 Logic power estimation — Simulation power analysis Probabilistic power analysis           Course"
" ECN 425"," PROBABILITY AND RANDOM PROCESS","  STOCHASTIC PROCESS 9  1 General Concepts — Def, Systems with stochastic inputs, the power spectrum, Discrete time processes SPECTRAL REPRESENTATION 2  2 Factorization, finite-order systems and state variables, Fourier Series and expansions, spectral representation of random process SPECTRUM ESTIMATION 8  3 Ergodiety, Spectrum estimation, extrapolation, and system identification, the general class of extrapolating spectra and Tula’s parameterization  4 MEAN SQUARE ERROR ESTIMATION 8 Introduction, Predictor, Filtering and prediction, Kalman filters ENTROP 8  5 Introduction, Basic Concepts, Random Variables and stochastic process, the maximum  entropy method, coding, channel capacity           Course"
"  ECN 431","  ANALOG AND DIGITAL ELECTRONICS"," CIRCUIT THEORY FUNDAMENTALS 4  1 Electrical quantities, Electrical components, Circuit laws and theorems, Circuit analysis, Measurement equipment  2 DIODES AND DIODE CIRCUITS 4 Diode, Diode models, Rectifier circuits, Clippers, Clampers,  BIPOLAR JUNCTION TRANSISTORS Ti Junction transistor, Regions of operation, Transistor configurations, Current components in a  3 transistor, Transistor as an amplifier, characteristics of CB, CE and CC configuration, Frequency Response of single stage CE amplifier, introduction to feedback amplifiers and oscillators  4 FIELD EFFECT TRANSISTORS Introduction, FET Construction, types of FET,  4 Characteristics of FETs, MOSFET types and working principle  OPERATIONAL AMPLIFIERS 5 Block diagram of a typical Opamp, Ideal Opamp, Open loop Opamp configurations, Opamp  5 Characteristics, closed loop Opamp configurations, voltage series feedback or Non inverting amplifier, Voltage shunt feedback or inverting amplifier, Summing scaling and averaging amplifiers, Subtractor, voltage to current converter, current to voltage converter, Integrator, Differentiator, Comparator  MINIMIZATION TECHNIQUES 4  6 Sum of Products and Products of Sum forms, Minterms  Maxterms, Karnaugh Map for two, three, four five and six variables  COMBINATIONAL CIRCUIT DESIGN 4  7 Half adder, full adder, subtractor, BCD adder, comparator, code converter, encoder decoder, multiplexer, demultiplexer, parity detector and generator FLIP FLOPS 4  8 1-bit memory cell, clocked and unclocked flip flops, S-R Flip flop, D flip flop, JK Flip flop,  T flip flop, edge triggered flip flop, race around condition , Master slave flip flop COUNTERS AND SHIFT REGISTERS 5 Ripple counter, design of Mod-N ripple counter, synchronous counter, decade counter,  9 serial in serial out shift register, serial in parallel out shift register, parallel in serial out shift register and parallel in parallel out shift register, bidirectional shift register, universal shift Tegister  10 DIGITAL MEMORIES  PROGRAMMABLE LOGIC 4  ROM, RAM (static and dynamic), PROMS, PLA and PAL           Course"
"  ECN 202","  SIGNALS AND SYSTEM","     CONTINUOUS TIME SIGNALS Signals and their classification, size of the signal,  10 continuous and discrete time signal properties-periodicity, absolute integral, convolution, Hilbert transform, signal operations on elementary CT/DT signals Shifting, flipping, multiplication, addition, modulation     DISCRETE TIME SIGNALS  Sampling, Aperiodic signal representation by Fourier  10 integral, concept of continuous and discrete spectrum, essential and absolute bandwidth, correlation, auto-correlation and cross-correlation and their properties, energy spectral density, power spectral density, calculation of the energy and power signal respectively, properties of Fourier transform and applications Discrete time Fourier transform(DTFT), Inverse DTFT     SYSTEMS  Systems and their classification, Linear Time invariant systems and its properties, stability 3 and causality, linear constant coefficients, difference equation, Z-Transform and its  8 properties, inverse z transform, Examples Continuous and discrete time systems and their applications, band pass signals, band pass systems     TIME AND FREQUENCY DOMAIN ANALYSIS 6 Representation of basic circuits in terms of generalized frequency and their response, step response of RL, RC, RLC circuits, impulse response of RC  RL networks, pulse response of RL, RC networks     INFORMATION THEORY Concept of information, Entropy, Rate of Information  8 Transmission, Redundancy, Efficiency and Channel capacity-Coding theory-Minimum Redundancy Coding-continuous channel, Transmission Rate and Capacity of Continuous Channels           Course"
"  ECN 209","  DIGITAL SIGNAL PROCESSING"," TRANSFORMATION OF DISCRETE SIGNALS 8 1 Typical applications of DSP, Discrete Fourier Transform(DFT) and its properties, IDFT, Fast Fourier Transform (FFT), Decimation in time and decimation in frequency algorithms, IFFT DIGITAL FILTERS 4 2 Recursive and non recursive systems, Frequency domain representation of discrete time systems, systems function, Ideal low pass filter DESIGN OF IIR FILTERS 2 3 Impulse invariance transformation technique, Bilinear transformation, Design of IIR Filters using Butterworth, chebyshev and elliptic filter , Digital frequency transformation DESIGN OF FIR FILTERS 8 4 Design of FIR filters using Window technique, frequency sampling technique, Equiripple Approx technique, comparison of IIR and FIR filters REALIZATION OF DIGITAL SYSTEMS A 5 Block diagrams and signal flow graphs for FIR and IIR systems, Direct form, cascade and parallel form realization of FIR and IIR systems 6 DSP PROCESSOR 2 Introduction to fixed point and floating point processors , architecture of a DSP processor 7 MULTIRATE DSP  APPLICATIONS 4 Multirate DSP and its applications, Decimation, Interpolation, Sampling Rate Conversion 8 ADAPTIVE WEINER FILTER 3  Adaptive Weiner filter  its application in echo cancellation and equalization           Course"
