"Code","Name","Detail"
"  AEN 404","  KINEMATICS  DYNAMICS OF MACHINES","s     BASIC CONCEPTS Kinematics and dynamics of machines, mechanisms, pairs, inversion of slider crank chains, degrees of freedom, Kutzbach’s equation, Grubler criterion and numerical problems  5     VELOCITY AND ACCELERATION  Basic concepts of machines, link, mechanisms, kinematic chain, relative motion of parts of mechanisms, displacement, velocity, acceleration, diagrams of all basic mechanisms including quick return motion mechanism, advance problems on velocity diagrams, acceleration diagram, Coriolis component, advance problems involving their application     FRICTION Efficiency of inclined plane, friction in V threads, screwjack, pivots and collar plate and cone clutches, power lost in friction, friction circle and friction axis of a link     STATIC FORCE ANALYSIS  Equations of equilibrium, couple, equilibrium of force and four force systems, free body diagrams, forces on slider crank mechanism, quick return mechanism and four bar mechanism, slider crank mechanism with friction at turning pairs and numerical problems     INERTIA FORCESIN MECHANISMS  Determination of forces and couples for a link, inertia of reciprocating parts, dynamically equivalent system, analytical and graphical methods, inertia force analysis of basic engine mechanism(crank connecting rod and piston etc) Torque required to overcome inertia and gravitational force of a four bar linkage     GYROSCOPE  Definition, axis of spin, axis of precession, gyroscope, gyroscopiccouple, effect on the movement of ships and vehicles, ship and plane stabilization, stability of automobiles and locomotive taking a turn        BALANCING Classification, need for balancing, balancing for simple and multiple masses, static anddynamic balancing-primary and secondary balancing for reciprocating masses, inside and outside cylinder locomotive balancing, swaying couple and variation of tractive effort, partial balancing of locomotive, balancing of coupled locomotive and its advantages, multicylinder in line engines, balancing of V engines, balancing machines, introduction to balancing of flexible rotors           Course"
"  AEN 405","  EXPERIMENTAL AERODYNAMICS","  INTRODUCTION 8 Introduction to aerodynamic test facilities in various Mach number regimes low speed,  1 transonic, supersonic, hypersonic, and high enthalpy,wind tunnel calibration, Measurements techniques in wind tunnels forces and moments, pressure, velocity, temperature, aero- acoustic measurements FLOW VISUALISATION TECHNIQUES 8  2 Low speed flow visualization techniques, Schlieren, shadowgraph, interferometry, introduction to laser diagnostic techniques MEASUREMENTS 10 Measurement of temperature using thermocouples, resistance thermometers, temperature  3 sensitive paints and liquid crystals, Steady and unsteady pressure measurements and various types of pressure probes and transducers, errors in pressure measurements, thermocouples, thermography, velocity measurement using hot wire anemometry , Laser Doppler Velocimetry and Particle Image Velocimetry  4 DATA ACQUISITION 10  Data acquisition and digital signal processing techniques, wind tunnel data acquisition,measurement of steady and unsteady pressure, velocity, temperature, turbulence intensity,calibration of force, pressure and acoustic sensors Virtual instrumentation, Calibration of single and two wire probes                                                                          WIND TUNNEL MODELLING 6 5 Skin friction, forces and moments — Model design and fabrication force measurement techniques Introduction to dynamic testing Course"
"  AEN 411","  AVIONICS"," AVIONICS TECHNOLOGY 8 1 Processors, Memory Devices, Digital Data Buses -MIL-STD-1553B, ARINC 429, ARINC 629, Fiber Optic Buses, LRU architecture for avionics packaging, software, environmental effects, difference in avionics architecture of commercial and military aircraft SENSORS 8 Air Data Sensing — Use of pitot static probe, static probe to derive air data indications Role of Air Data Computer (ADC), Magnetic Sensing — Magnetic Heading Reference System 2 (MHRS), Tnertial Sensing - Position Gyros, Rate Gyros, Accelerometers Radar Sensing - Radar Altimeter (RADALT), Doppler Radar, Weather Radar DISPLAY 8 Comparison of earlier flight deck (Electromechanical type instruments) to modern flight 3 deck (glass fight deck), Cathode Ray Tube (CRT), Active Matrix Liquid Crystal Display  (AMLCD), Head Down Display (HDD), Head Up Display (HUD),Helmet Mounted Display (HMD), Integrated Standby Instrument System (ISIS)COMMUNICATION 6        4 HF, U/VHF, Satellite Communication , Air Traffic Control (ATC) Transponder, Traffic Collision  Avoidance System (TCAS), Identification Of Friend  Foe (IFF) NAVIGATION 9 Automatic Direction Finding, Very High Frequency Ommi-Range (VOR), Distance  5 Measuring Equipment (DME), Tactical Air Navigation (TACAN), VORTAC (VOR+TACAN), Satellite Navigation System-Global Positioning System (GPS), Differential GPS, Instrument Landing System (ILS), Transponder Landing System (TLS), Microwave Landing System (MLS), Astronavigation  6 AUTOMATIC FLIGHT CONTROL SYSTEM 3     Longitudinal, Lateral  Direction Autopilot        Course"
" AEN 412"," VISCOUS FLOW THEORY"," ‘VISCOUS FLOW PROPERTIES 8 Viscous fluid flow with historical out lines of viscous flow, Boundary conditions for viscous 1 flow problems, Development of boundary layer- Prandtl’s hypothesis, Estimation of boundary layer thickness- Displacement thickness, momentum and energy thickness for two- dimensional flows Viscosity and thermal conductivity, thermodynamic properties 2 SLOW VISCOUS FLOW 6 Introduction, Stokes Flows, Two — Dimensional Flows, Three — dimensional Stokes Flows,analysis of Stokes’s Solution, The Oseen Equations, Three- Dimensional Oseen Flows, Hele Shaw flow, Problems     NAVIER-STOKES EQUATIONS  General stress system in a deformable body, the rate at which the fluid element is strained in a flow, Relation between stress and rate of deformation, Stoke’s hypothesis, bulk viscosity and thermodynamic properties, The Navier — Stokes Equation (N-S) , General properties of Navier — Stokes Equation     EXACT SOLUTIONS OF THE NAVIER-STOKES EQUATIONS  Two dimensional flow through a straight channel Hagen- Poiseulle flow, Suddenly accelerated plane wall, Stagnation in plane flow (Hiemenz problem), Flow near a rotating disk, Very slow motion, Parallel flow past a sphere     LAMINAR BOUNDARY LAYER  Analysis of Boundary layer temperature profiles for constant wall temperature, Falkner- Skan Wedge flows, Free shear flows- plane laminar jet, plane laminar wake Integral equation of Boundary layer, Karman-Pohlhausen method Thermal boundary layer calculations- One parameter (Uo ) and two parameters (Uo and AT ) integral methods Stability of laminar flows     TURBULENT BOUNDARY LAYER  Two dimensional turbulent boundary layer equations, Integral relations, Eddy-Viscosity theories, Velocity profiles The law of the wall, The law of the wake Turbulent flow in pipes and channels Turbulent boundary layer on a flat pate, Boundary layers with pressure gradient           Course"
" AEN 413"," ROCKET PROPULSION"," HISTORY AND INTRODUCTION ab     Development of German V-2 rocket propulsion, propulsion system of space shuttle, PSLVand GSLV launch vehicles Propulsion system of Ariane and Saturn launch vehicles                                                                                SOILD PROPELLANT ROCKET MOTORS oe 2 Basic configuration, the properties and the design of solid motors, Propellant composition, Additives, Toxic exhaust, thrust stability, thrust profile and grain shape, Integrity of the combustion chamber, Thermal protection, inter-section joints, Nozzle thermal protection, LIQUID PROPELLANT ROCKET ENGINES ab The basic configuration of the liquid propellant engine, the combustion chamber and nozzle, 3 injection, ignition, liquid propellant distribution systems, cavitation , pogo, cooling of liquid fuelled rocket engines, example of rocket engine propellant flow, the space shuttle main engine HYBRID PROPELLANT ROCKETS 6 4 Applications and propellants, hybrid motor ballistics, performance analysis and grain configuration, design example, combustion instability NUCLEAR ROCKETS 8 Introduction, reactor dimensions, neutron leakage, thermal stability, nuclear thermal 5 propulsion, fuel elements, exhaust velocity, increasing operating temperature, nuclear thermal rocket engine, radiation and its management, propellant flow and cooling, nozzle and thrust generation THRUST VECTOR CONTRO AND ROCKET TESTING 7 TVC mechanism with single nozzle, TVC with multiple thrust chambers and nozzles, testing 6 and integration with vehicles, numerical problems, rocket testing, types of tests, test facilities and safeguards, instrumentation and data management, flight testing, post accident procedures Course"
"  AEN 414","  WIND TUNNEL TECHNIQUES","uresWIND TUNNEL AS A TOOL                                                                                      1 Types of wind tunnels, special purpose wind tunnels SUBSONIC WIND TUNNEL DESIGN 6 2 Design of Inlet Section, Test section, Diffuser section, Fan section Fan design, Retum passage, Cooling, The breather- vibration, Test section flow quality, Effuser design, Wind tunnel construction, Energy ratio, Final form SUPERSONIC WIND TUNNELS 6 3 Supersonic wind tunnel, various types, Design of D-Laval Nozzle, Data acquisition, Schlieren Techniques INSTRUMENTATION AND CALIBRATION OF TEST SECTION 6 4 Measurement of pressure, velocity, turbulence, flow angularity, hot wire anemometry, laser velocimeter, data acquisition, flow visualization techniques, wind tunnel calibration MODEL FORCES, MOMENT AND PRESSURE MEASUREMENT 6 5 Wind tunnel balances- Internal  External balances, design of wind tunnel balances, Wake survey method WIND TUNNEL CORRECTION 6 6 Method of Images , boundary corrections, buoyancy corrections, wake blockage, solid blockage- (2D  3D corrections) NON AERONAUTICAL USES OF THE WIND TUNNEL 6 7 Applications in wind engineering, Surface vehicle testing, testing of buildings for wind forces, pollution, other applications at low Reynolds numbers Course"
"  AEN 415","  COMPOSITE MATERIALS"," INTRODUCTION 6     Definition, Characteristics, Classification, comparison with metallic materials, ParticulateComposites, Fiber-reinforced composites, Applications of composites in Aerospace Industry                                                                                FIBERS 5  2 Glass fibers, Carbon  Graphite fibers, Aramid fibers, Boron fibers and other fibers Properties and applications of various types of fibers Fiber finishing, Weave pattern of fibers,  MATRIX MATERIALS 6  3 Definition, Functions of a matrix, Thermosetting, thermoplastic, Carbon, Metal and Ceramic matrix materials Curing of resins Prepregs, characteristics, handing and storing of prepregs SANDWICH AND LAMINATE COMPOSITES 6  4 Sandwich construction, Face and Core material, Honeycomb structures and their properties, Honeycomb manufacturing, Fabrication of sandwich structures, Laminate lay-up, importance of ply orientation, lay-up code, Joining of laminate structures, Tooling required MANUFACTURING PROCESSES 8 Open mold processes, Closed mold processes, Continuous processes Their merits and demerits  5 Fabrication of thermosetting resin matrix composites — Hand lay-up techniques, Bag molding processes, Resin transfer molding, Filament winding, Pultrusion, preformed molding compounds  Fabrication of thermoplastic resin matrix composites short fiber composites), Fabrication of metal matrix composites, Fabrication of ceramic matrix composites REPAIR OF COMPOSITES S  6 Defects in composites, Non-destructive inspection techniques, Damage assessment, evaluation and classification, Repair of composites  ADVANCED COMPOSITES 6  7 Introduction to Carbon Nanotube (CNT) and Graphene, Graphenated Carbon Nanotubes (g-  CNT), Categories of CNT based on structures, Properties, characterization, fabrication and applications of these materials  Course"
"  AEN 416","  MISSILE TECHNOLOGY"," INTRODUCTION 6 1 History of development of missiles, missiles versus airplanes aerodynamics, classification of missiles, axes, angle of bank, included angle, angle of attack and side slip, Indian missiles and their configurations and mission applications SLENDER BODY THEORY 8 Slender body at supersonic speeds, body of revolution at zero angle of attack, sources and 2 doublets, slender body theory at angle of attack, slender body of general cross section at supersonic speeds, pressure coefficient, lift, side force, pitching moment and yawing moment, drag force, drag due to lift AERODYNAMIC CONTROLS 8 3 Types of controls, conventions, all moveable controls for planar configurations and cruciform configuration, coupling effects, trailing edge controls, non linear effect in aerodynamic controls, estimation of hinge moments MISSILE DRAG 8 Components of drag, pressure fore drag of slender body of given shape, drag due to lift, 4 pressure fore drag of non slender missile noses at zero angle of attack, shapes of bodies of revolution for least pressure fore drag at zero angle of attack, pressure drag of wing alone, pressure fore drag of wing-body combination at zero angle of attack, base drag, skin friction drag STABILITY ANALYSIS 6 5 References axes, notation, general nature of aerodynamic forces, stability derivatives and its properties resulting from missile symmetries, Maple Synge analysis for cruciform, triform and other missiles Bryson method, stability derivatives of slender flat triangular wing MISSILE NAVIGATION AND CONTROL 6 6 Fully gimbaled gyroscope, rate gyroscope, integrating gyroscope, laser gyroscope, single axis stable platform, the stable platform, inertial navigation, stability of inertial navigation Course"
"  AEN 417"," S AIR TRANSPORTATION AND OPERATIONS"," AIRLINES a 1 Introduction to airline industry and economics, determination of operating costs, Airline route selection and scheduling, Methods of describing peaking, planning of flight operations, special topics in airline operations, Emergence of LCC AIRPORTS 7 2 Aircraft characteristics affecting airport design, Functions of airport, Components of an airport, Airport layouts and configurations, Geometric design of the airfield, Wind Rose Diagram, Geometric design of the airfield, Design alternatives, Airport operations manual CURRENT ISSUES AND TRENDS IN AIR TRANSPORTATION a Modeling  Simulation of ATC systems, Factors affecting Capacity  Delay, Estimation of 3 airway Capacity  Delay, Human Factors and Controller Workload, Performance Based Navigation, Free Flight, Conflict Detection and resolution, Environmental effects of Aviation, Modeling air transport systems AIRSPACE CLASSIFICATION  COMMUNICATION PROCEDURES 7 Airspace classification, controlled versus uncontrolled airspace, IFR  VFR in controlled  4 uncontrolled airspace, Airspace classes, Radio communication, ATC communication procedures, clearance, aircraft identification, destination airport, departure instructions, route of flight, altitude assignment, required reports, holding instructions AIR TRAFFIC CONTROL a Principles of Air Navigation and Air Traffic Control, Overview of CNS  ATM, Separation 5 standards, Radar and Non-radar separation, wake turbulence longitudinal separation minima, Precision approaches for landing, Radar systems for ATC, General, Visual and Instrument Flight rules CONTROL TOWER PROCEDURES 7 6 Control towers, Delegation of responsibility, En-route controller duties, ATC tower responsibilities, Flight data controller duties, Clearance delivery controller duties, Ground controller duties, Local controller duties Course"
"  AEN 421","  ADVANCED AERODYNAMICS","s     NON LINEAR SUPERSONIC FLOWS Numerical techniques, method of characteristics, supersonic nozzle design, finite difference method, time dependent technique for supersonic blunt bodies, numerical problems  a     LAMINAR AND TURBULENT BOUNDARY LAYER  Laminar Compressible flow over a flat plate, reference temperature method, stagnation point aerodynamic heating, boundary layer over arbitrary bodies using finite difference method, Turbulent reference temperature method for flat plate, Meador-Smart reference temperature method, prediction of airfoil drag ,turbulence modeling, numerical problems     FLOW WITH SMALL PERTURBATIONS  One dimensional wave equation, D’ Alembert’s solution,2-D Subsonic and supersonic flow past a wavy wall, method of characteristics to unsteady 1-D homo entropic flow, uniform flow regions, simple wave regions and non simple wave regions, simple compression and expansion waves     BODIES OF REVOLUTION  Introduction, cylindrical coordinates, axially symmetric flow, subsonic flow, supersonic flow, solution for cone, and slender cone, yawed body of revolution in supersonic flow, cross flow solutions for slender body of revolution, lift of slender body of revolution, Rayleigh formula     SUPERSONIC AIRPLANE CONFIGURATIONS   Governing equations and boundary conditions, consequences of linearity, conical flow method for rectangular, swept, delta and arrow wings, singularity distribution method, design consideration for supersonic aircraft, aerodynamic interaction, supersonic analysis for complete configurations     HYPERSONIC FLOW  Qualitative aspects, Newtonian theory, lift and drag of wings at hypersonic speeds, hypersonic shock wave relations, mach no independence, hypersonic and CFD, high L/D hypersonic configurations, Aerodynamic heating, ground test data and flight test data           Course"
" AEN 422","   AUTOMATIC FLIGHT CONTRO"," INTRODUCTION 4 1 Classical and modern control theory, Open loop and closed loop (feedback) control systems, Types of feedback control systems FEEDBACK CONTROL SYSTEM 6 2 Transfer function of linear systems Impulse response of linear systems, Block diagrams of feedback control systems, Multivariable systems, Block diagram algebra SYSTEM STABILITY 6 3 Routh-hurwitz criterion, the root locus Method, Governing miles for plotting root locus, Effect of addition of Zeroes and Poles, Gain and phase margin from root locus ANALYSIS OF FEEDBACK CONTROL SYSTEMS 6 4 Typical test input signals, Frequency domain techniques, Time domain performance characteristics of feedback control systems Effects of derivative and integral control Steady state response of feedback control system, Steady state error, Frequency response CONTROL SYSTEM DESIGN 6 5 Control system design, Compensation, Forward-path compensation, Feedback-path compensation, Proportional, proportional-integral and proportional-integral-derivative (P, PI and PID) controller LONGITUDINAL AUTO-PILOTS 8 Short period and phugoid dynamics, Longitudinal auto pilots Brief description through 6 block diagrams and root locus, Displacement autopilot, pitch-displacement autopilot, Acceleration control system, Fly-By-Wire control system, Stability augmentation system, Instrument Landing System LATERAL AUTO-PILOTS 6 7 Introduction, Roll dynamics, Dutch roll approximation, Damping of Dutch Roll, Roll attitude autopilot, Methods of obtaining coordination, Yaw orientation control system Course"
" AEN 423","   AIRCRAFT DESIGN  OPTIMIZATIO"," DESIGN OF AIRCRAFT FUSELAGE 8 1 Specifications, aircraft data, initial calculations of flight envelope, balancing out calculations, fuselage loads, self weight, skin thickness, rivet size DESIGN OF AIRCRAFT WING 8 2 Specifications, airfoil data, selection of airfoil, estimation of wind span, weight, lift and drag estimation, stalling, take-off and landing considerations, taper ratio, wing plan form, skin, rivets, joining with fuselage, engine locations, location of flaps and ailerons DESIGN OF TAILPLANE 8 3 Specifications, airfoil selection for horizontal and vertical surfaces, shapes of tail planes, criteria for selection of tail plane, size of elevators and rudder, location of elevators and rudder DESIGN OF LANDING GEAR 7 4 Specifications, different arrangements, mechanism for retraction into fuselage and wing , oleo strut, linkages, calculations of loads, location under fuselage and wings INTEGRATION 7 5 Joining methods of wing- fuselage, fuselage-tail plane, wing-engines, flaps, ailerons, elevators and rudder 6 MODERN CONCEPTS IN AIRPLANE DESIGN 4 Super critical wing, relaxed stability, control configured vehicles Course"
" AEN 424","  DYNAMICS OF AEROSPACE STRUCTURES","s     EQUILIBRIUM OF FORCES Two force members, analysis of typical space structures, stress analysis of landing gear, stress analysis of wing structure, numerical problems  7     INERTIA FORCES AND LOAD FACTORS  Numerical problems on pure translation motion, inertia forces on rotating bodies, load factors for translational acceleration, load factor for angular acceleration, numerical problems     SPECIAL METHODS OF ANALYSIS Area moments, conjugate beam method, beam columns, superposition of beam column loadings, moment distribution method, numerical problems     FAILURE CRITERIA OF ISOTROPIC STRUCTURES  Fracture mechanics, stress concentration, fracture criterion, stress intensity factor, symmetrical and unsymmetrical loading, relation between K and G, mixed mode fracture, fatigue failure, constant stress amplitude, S-N curves, variable amplitude loading, fatigue crack growth     STRUCTURAL VIBRATIONS Oscillation of mass spring systems, numerical problems, oscillation of beams, numerical problems, approximate methods for determining natural frequencies     ELASTIC BUCKLING OF THIN PLATES  Equilibrium approach, boundary conditions, numerical problems with different boundary conditions and loadings , Energy approach, Rayleigh Ritz method, Galerkin’s method, numerical problems with different loadings            Course"
"  AEN 425"," é ADVANCED AEROSPACE PROPULSION SYSTEMS","s     AIRCRAFT GAS TURBINES  Impulse and reaction blading of gas turbines — Velocity triangles and power output — Elementary theory — Vortex theory — Choice of blade profile, pitch and chord — Estimation of stage performance — Limiting factors in gas turbine design- Overall turbine performance — Methods of blade cooling — Matching of turbine and compressor — Numerical problems  8     RAMJET PROPULSION  Operating principle — Sub critical, critical and supercritical operation — Combustion in ramjet engine — Ramjet performance — Sample ramjet design calculations — Introduction to scramjet — Preliminary concepts in supersonic combustion — Integral ram- rocket- Numerical problems     FUNDAMENTALS OF ROCKET PROPULSION Operating principle — Specific impulse of a rocket — internal ballistics- Rocket nozzle classification — Rocket performance considerations — Numerical Problems     CHEMICAL ROCKETS  Solid propellant rockets — Selection criteria of solid propellants — Important hardware components of solid rockets — Propellant grain design considerations — Liquid propellant rockets — Selection of liquid propellants — Thrust control in liquid rockets — Cooling in liquid rockets — Limitations of hybrid rockets — Relative advantages of liquid rockets over solid rockets- Numerical Problems     ADVANCED PROPULSION TECHNIQUES Electric rocket propulsion — Ion propulsion techniques — Nuclear rocket — Types — Solar sail- Preliminary Concepts in nozzle-less propulsion, Pulse detonation propulsion     10        Course"
"  AEN 431"," é INTRODUCTION TO AEROSPACE ENGINEERING"," INTRODUCTION 7 1 Pre Wright Brothers era, Wright Flyer, Conventional airplane, progress in airplane design and applications, Current status Other kinds of heavier than air vehicles, helicopter, VSTOL machines SPACE VEHICLES 5 2 Missile and its types, space vehicles and its types, reusable space vehicles, space shuttle ,satellites, types of satellites and their functions AERODYNAMICS 10 Airfoil nomenclature, symmetric  cambered airfoils and their aerodynamic characteristics, angle of attack, 2-D and 3-D wing, wing as a lifting surface, types of wing planforms and 3 their aerodynamic characteristics, centre of pressure and pressure coefficient,types of drag, lift to drag ratio as efficiency of a lifting surface, different types of flows laminar and turbulent, effect of viscosity, concept of boundary layer, boundary layer control, high coefficient of lift devices,subsonic,transonic,supersonic and hypersonic mach no,critical mach no, drag divergence mach no AIRPLANE PROPULSION 8 4 Requirement of power to fly, balance of forces, various means of producing power for forward flight, piston engines jet propulsion-thrust equation,turbojet,turbofanramjet engines Locations of such engines, Propellor and its use Rocket engines AIRPLANE STRUCTURES AND MATERIALS 8 5 Structural arrangement of the Wright Flyer, Structural details of landing gear, wing, fuselage and tail planes, functions of ribs,skin,spars,stringerslongerons Monocoque and semi- monocoque structures, materials for main components, composite materials CONTROL SYSTEMS AND LEVEL FLIGHT 4 6 Various types of flaps, function of rudder, elevator, ailerons, flaprons, elevons, types of tail  planes,condition for straight  level flight, flight path angle           Course"
" AEN 432"," AIRCRAFT STRUCTURES","s     BASIC ELASTICITY  Equations of equilibrium, plane stress, stresses on inclined planes, principal stresses, compatibility equations, plane strain, principal strains, stress-strain relationship, numerical problems, 2- D problems, stress functions, bending of end loaded cantilever  Ti     STATICALLY DETERMINATE AND INDETERMINATE STRUCTURES  Statically determinate and indeterminate trusses Truss analysis by method of joints, Truss analysis with single and double redundancy, other structures with single redundancy, shear center     MATRIX METHODS  Introduction of flexible and stiffness methods, choice of method , stiffness matrix for elastic springs, analysis of pin jointed framework, stiffness matrix for uniform beams Finite Element Method for continuum structures     ELASTIC BUCKLING OF COLUMNS AND PLATES  Buckling load of Euler columns with different end conditions, beam columns, effect of initial imperfections, pure bending of thin plates, plates subjected to distributed transverse loads     LOADS ON AIRCRAFT Pure translation, inertia forces on rotating bodies, load factors for translational acceleration, load factors for angular acceleration, numerical problems     ANALYSIS OF AIRCRAFT COMPONENTS  Loads on structural components, functions of structural components, fabrication of structural components, connections, V-n diagram, Gust loads, crack propagation, stress concentration factor, crack tip plasticity, crack propagation rates"
"  AEN 433","  ELEMENTS OF AERODYNAMICS","  INTRODUCTION 10 Fluid statics, Continuum and free molecular flows, inviscid and viscous flows, incompressible  1 and compressible flows Newtonian and Non-Newtonian flows Streamlines, Pathlines, Streaklines, Pitot static tube, measurement of air-speed, pressure coefficient Aerodynamic force and moments Dimensional analysis, non-dimensional parameters, Mach number, Reynolds number, flow similarity KINEMATICS OF FLUID FLOW 6  2 Lagrangian and Eulerian methods, Description of properties in a moving fluid, Gradient of a scalar field , Divergence and Curl of a vector field, Line, Surface and Volume integrals and their relationship ,Finite control volume and molecular approach, Divergence of velocity DYNAMICS OF FLUID FLOW 10 Equation of conservation of mass for control volume, special form of equation of conservation  3 of mass, differential form of equation of conservation of mass, Euler's and Navier-Stoke equations Derivation of Bernaulli's equation for inviscid and viscous flow fields Momentum equation in integral form Application of momentum equation INVISID-INCOMPRESSIBLE FLOW 10 Incompressible flow in a duct , Condition on velocity for incompressible flow Laplace's  4 equations Vorticity and circulation ,Potential function, stream function Basic elementary flows Uniform flows, source flow, Doublet flow and Vortex flow Superimposition of elementary flows Non lifting and lifting flow over a circular cylinder, comparison with real flow over circular cylinder Kutta-Joukowski theorem, generation of lift BOUNDARY LAYER THEORY 6  5 Boundary layer concept, boundary layer properties, derivation of Prandtl's boundary layer equations, Blasius solution, Karman's Integral equation Turbulent boundary layer over a plate, skin friction drag, boundary layer control  « e Number of"
" AEN 434"," AIRCRAFT PERFORMANCE","s     THE STANDARD ATMOSPHERE AND AIRFLOW  Standard atmosphere, Relation between geo-potential and geometric altitudes, Pressure, temperature and density altitudes Relations for isothermal and gradient atmospheric regions, Stability of atmosphere, Measurement of air-speed Indicated airspeed, Calibrated airspeed, Equivalent airspeed and True airspeed, Airspeed indicator  6     AERODYNAMIC DRAG  Drag, Causes of drag, Types of drag, Factors affecting drag Drag polar, Compressibility drag, Design for minimum drag, Estimation of drag of complete airplane for subsonic and supersonic cases, Terminal velocity     AERODYNAMIC CHARACTERISTICS  Force and Moment coefficients from dimensional analysis and their variation with angle of attack, Lift, Drag and moment coefficients, Relations between lift and drag, Aerodynamic center, Center of pressure, Pressure distribution over 2-D airfoil, Estimation of aerodynamic characteristics from measured pressure distribution, Variation of aerodynamic coefficients with Reynold's Number and Mach number, Effect of span, aspect ratio, plan form, sweep, taper and twist on aerodynamic characteristics of a lifting surface, Delta wing aerodynamics        HIGH LIFT DEVICES Maximum lift coefficient of airfoils, Leading and trailing edge devices, The deep stall,Propulsive lift, V/STOL configurations           AIRCRAFT PERFORMANCE IN STEADY FLIGHT 8  Straight and Level flight, Variation of drag with flight speed, Minimum drag conditions, 5 Variation of power with flight speed, Minimum power conditions, Gliding flight, Shallow  and steep angles of glide, Sinking speed, Minimum sinking speed, Time of descent,  Climbing flight at shallow angles, Correction for steep angles, Time to flight, Maximum rate  of climb  AIRCRAFT PERFORMANCE IN ACCELERATED FLIGHT 8 6 Take-off and landing, Calculation of take-off ground run and take off distances, Minimum  ground run, Assisted take-off, Calculation of landing ground run and landing distances,  Range and endurance, Numerical problems  MANEUVERS ENERGY METHODS 4 7 Maneuvering performance, Introductory comments on spins and stalls, Analysis of Spin,  Various types of stalling behaviour of wings, Turning flight, Maneuvers in 3-D space, Karman’s method of JATO, Energy method of performance calculations           Course"
" AEN 435"," AIRCRAFT PROPULSION"," REVIEW OF BASIC THERMODYNAMICS 8  Basic thermodynamics, Processes, Gas laws and Properties Enthalpy, pressure temperature, entropy Introduction to heat transfer, heat exchangers Introduction to propulsionAIRCRAFT PISTON ENGINES  The internal combustion engine process, brief history, GI and CI engines,4-stroke and 2- stroke engines, air standard cycles, various types of arrangements for multi cylinder aircraft engines ,their merits and operational efficiencies, cooling, lubricating and ignition systems, valve timing diagrams, IHP, BHP and SH-P, performance, effect of altitude, power required and power available, supercharging  10     AIRCRAFT GAS TURBUNE ENGINES  Air standard Brayton cycle, actual gas turbine engine cycle, compressor and turbine efficiencies , compressor and turbine work, centrifugal and axial type of compressors, their compressive action, relative merits in operations, combustion chambers, simplex and duplex burners, expansion process, turbine materials for different components, engine intake and exhaust nozzles, afterburners, thrust augmentation, turboprop, turbo shaft and turbofan engines, multi shaft gas turbine engines, thrust equation, installed and uninstalled thrust  10     PROPELLERS Ideal momentum theory, blade element theory, activity factor, airscrew coefficients, numerical problems on the performance of propellers, selection of propellers, fixed, variable and constant speed propellers, material for propellers, momentum theory applied to helicopter rotor  10     OTHER PROPULSION SYSTEMS Introduction to other propulsion systems such as Ram jet, Scram jet, Rocket propulsion, Pulse detonation engine, electric and hybrid propulsion"
" AEN 461"," AIRCRAFT PERFORMANCE","s     THE STANDARD ATMOSPHERE AND AIRFLOW  Standard atmosphere, Relation between geo-potential and geometric altitudes, Pressure, temperature and density altitudes Relations for isothermal and gradient atmospheric regions, Stability of atmosphere, Measurement of air-speed Indicated airspeed, Calibrated airspeed, Equivalent airspeed and True airspeed, Airspeed indicator  6     AERODYNAMIC DRAG  Drag, Causes of drag, Types of drag, Factors affecting drag Drag polar, Compressibility drag, Design for minimum drag, Estimation of drag of complete airplane for subsonic and supersonic cases, Terminal velocity     AERODYNAMIC CHARACTERISTICS  Force and Moment coefficients from dimensional analysis and their variation with angle of attack, Lift, Drag and moment coefficients, Relations between lift and drag, Aerodynamic center, Center of pressure, Pressure distribution over 2-D airfoil, Estimation of aerodynamic characteristics from measured pressure distribution, Variation of aerodynamic coefficients with Reynold's Number and Mach number, Effect of span, aspect ratio, plan form, sweep, taper and twist on aerodynamic characteristics of a lifting surface, Delta wing aerodynamics        HIGH LIFT DEVICES Maximum lift coefficient of airfoils, Leading and trailing edge devices, The deep stall, Propulsive lift, V/STOL configurations     AIRCRAFT PERFORMANCE IN STEADY FLIGHT  Straight and Level flight, Variation of drag with flight speed, Minimum drag conditions, Variation of power with flight speed, Minimum power conditions, Gliding flight, Shallow and steep angles of glide, Sinking speed, Minimum sinking speed, Time of descent, Climbing flight at shallow angles, Correction for steep angles, Time to flight, Maximum rate of climb     AIRCRAFT PERFORMANCE IN ACCELERATED FLIGHT  Take-off and landing, Calculation of take-off ground run and take off distances, Minimum ground run, Assisted take-off, Calculation of landing ground run and landing distances, Range and endurance, Numerical problems     MANEUVERS ENERGY METHODS  Maneuvering performance, Introductory comments on spins and stalls, Analysis of Spin, Various types of stalling behaviour of wings, Turning flight, Maneuvers in 3-D space, Karman’s method of JATO, Energy method of performance calculations           Course"
